Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Cape Campbell Aws,4424,G14722,-41.727,174.275,2,G,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(UTC),Time(UTC),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Cape Campbell Aws,20190818,2100,336,11.0,-,-,1,H
Cape Campbell Aws,20190818,2200,335,10.8,-,-,1,H
Cape Campbell Aws,20190818,2300,348,10.3,-,-,1,H
Cape Campbell Aws,20190819,0000,351,10.9,-,-,1,H
Cape Campbell Aws,20190819,0100,6,11.0,-,-,1,H
Cape Campbell Aws,20190819,0200,7,11.6,-,-,1,H
Cape Campbell Aws,20190819,0300,10,12.8,-,-,1,H
Cape Campbell Aws,20190819,0400,12,13.9,-,-,1,H
Cape Campbell Aws,20190819,0500,10,14.3,-,-,1,H
Cape Campbell Aws,20190819,0600,358,12.6,-,-,1,H
Cape Campbell Aws,20190819,0700,355,14.0,-,-,1,H
Cape Campbell Aws,20190819,0800,353,13.7,-,-,1,H
Cape Campbell Aws,20190819,0900,347,15.2,-,-,1,H
Cape Campbell Aws,20190819,1000,341,16.3,-,-,1,H
Cape Campbell Aws,20190819,1100,334,15.7,-,-,1,H
Cape Campbell Aws,20190819,1200,331,14.8,-,-,1,H
Cape Campbell Aws,20190819,1300,323,15.8,-,-,1,H
Cape Campbell Aws,20190819,1400,320,16.4,-,-,1,H
Cape Campbell Aws,20190819,1500,328,14.0,-,-,1,H
Cape Campbell Aws,20190819,1600,331,14.2,-,-,1,H
Cape Campbell Aws,20190819,1700,329,12.2,-,-,1,H
Cape Campbell Aws,20190819,1800,320,11.0,-,-,1,H
Cape Campbell Aws,20190819,1900,319,12.3,-,-,1,H
Cape Campbell Aws,20190819,2000,324,12.8,-,-,1,H
Cape Campbell Aws,20190819,2100,331,13.3,-,-,1,H
Cape Campbell Aws,20190819,2200,349,13.8,-,-,1,H
Cape Campbell Aws,20190819,2300,354,14.5,-,-,1,H
Cape Campbell Aws,20190820,0000,352,15.0,-,-,1,H
Cape Campbell Aws,20190820,0100,357,15.2,-,-,1,H
Cape Campbell Aws,20190820,0200,6,14.7,-,-,1,H
Cape Campbell Aws,20190820,0300,353,12.5,-,-,1,H
Cape Campbell Aws,20190820,0400,13,11.7,-,-,1,H
Cape Campbell Aws,20190820,0500,355,11.0,-,-,1,H
Cape Campbell Aws,20190820,0600,6,9.5,-,-,1,H
Cape Campbell Aws,20190820,0700,344,8.1,-,-,1,H
Cape Campbell Aws,20190820,0800,342,9.6,-,-,1,H
Cape Campbell Aws,20190820,0900,342,8.4,-,-,1,H
Cape Campbell Aws,20190820,1000,9,11.3,-,-,1,H
Cape Campbell Aws,20190820,1100,10,12.4,-,-,1,H
Cape Campbell Aws,20190820,1200,13,13.7,-,-,1,H
Cape Campbell Aws,20190820,1300,15,11.8,-,-,0.1667,H
Cape Campbell Aws,20190820,1400,15,11.9,-,-,1,H
Cape Campbell Aws,20190820,1500,2,13.2,-,-,1,H
Cape Campbell Aws,20190820,1600,8,8.9,-,-,1,H
Cape Campbell Aws,20190820,1700,7,8.4,-,-,1,H
Cape Campbell Aws,20190820,1800,14,8.7,-,-,1,H
Cape Campbell Aws,20190820,1900,7,7.0,-,-,1,H
Cape Campbell Aws,20190820,2000,350,5.4,-,-,1,H
Cape Campbell Aws,20190820,2100,254,2.8,-,-,1,H
Cape Campbell Aws,20190820,2200,198,3.1,-,-,1,H
Cape Campbell Aws,20190820,2300,209,3.8,-,-,1,H
Cape Campbell Aws,20190821,0000,210,4.9,-,-,1,H
Cape Campbell Aws,20190821,0100,222,5.1,-,-,1,H
Cape Campbell Aws,20190821,0200,107,3.2,-,-,1,H
Cape Campbell Aws,20190821,0300,34,2.5,-,-,1,H
Cape Campbell Aws,20190821,0400,34,4.1,-,-,1,H
Cape Campbell Aws,20190821,0500,40,5.4,-,-,1,H
Cape Campbell Aws,20190821,0600,5,7.9,-,-,1,H
Cape Campbell Aws,20190821,0700,349,9.0,-,-,1,H
Cape Campbell Aws,20190821,0800,337,9.9,-,-,1,H
Cape Campbell Aws,20190821,0900,332,12.5,-,-,1,H
Cape Campbell Aws,20190821,1000,339,10.7,-,-,1,H
Cape Campbell Aws,20190821,1100,352,8.1,-,-,1,H
Cape Campbell Aws,20190821,1200,338,9.5,-,-,1,H
Cape Campbell Aws,20190821,1300,328,6.6,-,-,1,H
Cape Campbell Aws,20190821,1400,2,6.3,-,-,1,H
Cape Campbell Aws,20190821,1500,338,7.0,-,-,1,H
Cape Campbell Aws,20190821,1600,335,6.2,-,-,1,H
Cape Campbell Aws,20190821,1700,336,6.4,-,-,1,H
Cape Campbell Aws,20190821,1800,344,4.6,-,-,1,H
Cape Campbell Aws,20190821,1900,345,5.4,-,-,1,H
Cape Campbell Aws,20190821,2000,322,7.1,-,-,1,H
Cape Campbell Aws,20190821,2100,336,7.6,-,-,1,H
Cape Campbell Aws,20190821,2200,325,8.5,-,-,1,H
Cape Campbell Aws,20190821,2300,332,10.1,-,-,1,H
Cape Campbell Aws,20190822,0000,343,11.5,-,-,1,H
Cape Campbell Aws,20190822,0100,338,12.4,-,-,1,H
Cape Campbell Aws,20190822,0200,337,13.3,-,-,1,H
Cape Campbell Aws,20190822,0300,4,11.6,-,-,1,H
Cape Campbell Aws,20190822,0400,4,10.2,-,-,1,H
Cape Campbell Aws,20190822,0500,349,10.8,-,-,1,H
Cape Campbell Aws,20190822,0600,341,10.5,-,-,1,H
Cape Campbell Aws,20190822,0700,340,12.3,-,-,1,H
Cape Campbell Aws,20190822,0800,324,10.4,-,-,1,H
Cape Campbell Aws,20190822,0900,329,11.6,-,-,1,H
Cape Campbell Aws,20190822,1000,333,11.2,-,-,1,H
Cape Campbell Aws,20190822,1100,325,11.4,-,-,1,H
Cape Campbell Aws,20190822,1200,327,10.5,-,-,1,H
Cape Campbell Aws,20190822,1300,313,12.0,-,-,1,H
Cape Campbell Aws,20190822,1400,318,12.0,-,-,1,H
Cape Campbell Aws,20190822,1500,310,9.8,-,-,1,H
Cape Campbell Aws,20190822,1600,331,9.8,-,-,1,H
Cape Campbell Aws,20190822,1700,337,8.6,-,-,1,H
Cape Campbell Aws,20190822,1800,337,8.6,-,-,1,H
Cape Campbell Aws,20190822,1900,332,9.9,-,-,1,H
Cape Campbell Aws,20190822,2000,330,10.8,-,-,1,H
Cape Campbell Aws,20190822,2100,323,11.6,-,-,1,H
Cape Campbell Aws,20190822,2200,303,11.4,-,-,1,H
Cape Campbell Aws,20190822,2300,331,9.9,-,-,1,H
Cape Campbell Aws,20190823,0000,360,8.7,-,-,1,H
Cape Campbell Aws,20190823,0100,353,9.0,-,-,1,H
Cape Campbell Aws,20190823,0200,1,7.3,-,-,1,H
Cape Campbell Aws,20190823,0300,350,5.4,-,-,1,H
Cape Campbell Aws,20190823,0400,203,2.4,-,-,1,H
Cape Campbell Aws,20190823,0500,208,3.3,-,-,1,H
Cape Campbell Aws,20190823,0600,203,3.7,-,-,1,H
Cape Campbell Aws,20190823,0700,214,4.5,-,-,1,H
Cape Campbell Aws,20190823,0800,206,4.3,-,-,1,H
Cape Campbell Aws,20190823,0900,207,7.9,-,-,1,H
Cape Campbell Aws,20190823,1000,206,9.1,-,-,1,H
Cape Campbell Aws,20190823,1100,206,9.5,-,-,1,H
Cape Campbell Aws,20190823,1200,202,9.7,-,-,1,H
Cape Campbell Aws,20190823,1300,204,10.5,-,-,1,H
Cape Campbell Aws,20190823,1400,209,11.7,-,-,1,H
Cape Campbell Aws,20190823,1500,205,10.5,-,-,1,H
Cape Campbell Aws,20190823,1600,208,11.0,-,-,1,H
Cape Campbell Aws,20190823,1700,208,10.6,-,-,1,H
Cape Campbell Aws,20190823,1800,204,10.4,-,-,1,H
Cape Campbell Aws,20190823,1900,210,9.7,-,-,1,H
Cape Campbell Aws,20190823,2000,212,8.6,-,-,1,H
Cape Campbell Aws,20190823,2100,202,9.2,-,-,1,H
Cape Campbell Aws,20190823,2200,208,8.3,-,-,1,H
Cape Campbell Aws,20190823,2300,193,8.2,-,-,1,H
Cape Campbell Aws,20190824,0000,181,7.2,-,-,1,H
Cape Campbell Aws,20190824,0100,183,8.3,-,-,1,H
Cape Campbell Aws,20190824,0200,176,7.8,-,-,1,H
Cape Campbell Aws,20190824,0300,165,6.4,-,-,1,H
Cape Campbell Aws,20190824,0400,142,4.4,-,-,1,H
Cape Campbell Aws,20190824,0500,135,2.2,-,-,1,H
Cape Campbell Aws,20190824,0600,46,2.3,-,-,1,H
Cape Campbell Aws,20190824,0700,55,2.0,-,-,1,H
Cape Campbell Aws,20190824,0800,180,1.3,-,-,1,H
Cape Campbell Aws,20190824,0900,194,2.4,-,-,1,H
Cape Campbell Aws,20190824,1000,151,2.5,-,-,1,H
Cape Campbell Aws,20190824,1100,293,0.9,-,-,1,H
Cape Campbell Aws,20190824,1200,273,2.9,-,-,1,H
Cape Campbell Aws,20190824,1300,277,3.4,-,-,1,H
Cape Campbell Aws,20190824,1400,296,5.4,-,-,1,H
Cape Campbell Aws,20190824,1500,295,4.6,-,-,1,H
Cape Campbell Aws,20190824,1600,327,4.8,-,-,1,H
Cape Campbell Aws,20190824,1700,322,6.2,-,-,1,H
Cape Campbell Aws,20190824,1800,322,7.2,-,-,1,H
Cape Campbell Aws,20190824,1900,331,6.3,-,-,1,H
Cape Campbell Aws,20190824,2000,313,5.2,-,-,1,H
Cape Campbell Aws,20190824,2100,281,4.3,-,-,1,H
Cape Campbell Aws,20190824,2200,305,4.0,-,-,1,H
Cape Campbell Aws,20190824,2300,144,2.3,-,-,1,H
Cape Campbell Aws,20190825,0000,1,3.3,-,-,1,H
Cape Campbell Aws,20190825,0100,70,3.9,-,-,1,H
Cape Campbell Aws,20190825,0200,313,2.4,-,-,1,H
Cape Campbell Aws,20190825,0300,306,11.6,-,-,1,H
Cape Campbell Aws,20190825,0400,303,11.6,-,-,1,H
Cape Campbell Aws,20190825,0500,278,8.2,-,-,1,H
Cape Campbell Aws,20190825,0600,280,8.4,-,-,1,H
Cape Campbell Aws,20190825,0700,288,9.0,-,-,1,H
Cape Campbell Aws,20190825,0800,278,9.7,-,-,1,H
Cape Campbell Aws,20190825,0900,299,9.7,-,-,1,H
Cape Campbell Aws,20190825,1000,339,11.9,-,-,1,H
Cape Campbell Aws,20190825,1100,353,12.5,-,-,1,H
Cape Campbell Aws,20190825,1200,360,9.8,-,-,1,H
Cape Campbell Aws,20190825,1300,3,9.1,-,-,1,H
Cape Campbell Aws,20190825,1400,352,8.2,-,-,1,H
Cape Campbell Aws,20190825,1500,334,10.2,-,-,1,H
Cape Campbell Aws,20190825,1600,347,8.6,-,-,1,H
Cape Campbell Aws,20190825,1700,328,14.4,-,-,1,H
Cape Campbell Aws,20190825,1800,313,13.8,-,-,1,H
Cape Campbell Aws,20190825,1900,285,8.0,-,-,1,H
Cape Campbell Aws,20190825,2000,315,10.1,-,-,1,H
Cape Campbell Aws,20190825,2100,319,11.6,-,-,1,H
Cape Campbell Aws,20190825,2200,311,13.7,-,-,1,H
Cape Campbell Aws,20190825,2300,326,12.8,-,-,1,H
Cape Campbell Aws,20190826,0000,322,11.4,-,-,1,H
Cape Campbell Aws,20190826,0100,318,12.0,-,-,1,H
Cape Campbell Aws,20190826,0200,241,9.3,-,-,1,H
Cape Campbell Aws,20190826,0300,189,6.4,-,-,1,H
Cape Campbell Aws,20190826,0400,206,8.8,-,-,1,H
Cape Campbell Aws,20190826,0500,196,7.9,-,-,1,H
Cape Campbell Aws,20190826,0600,179,3.9,-,-,1,H
Cape Campbell Aws,20190826,0700,207,7.3,-,-,1,H
Cape Campbell Aws,20190826,0800,208,9.7,-,-,1,H
Cape Campbell Aws,20190826,0900,202,9.4,-,-,1,H
Cape Campbell Aws,20190826,1000,201,8.9,-,-,1,H
Cape Campbell Aws,20190826,1100,210,7.4,-,-,1,H
Cape Campbell Aws,20190826,1200,200,6.6,-,-,1,H
Cape Campbell Aws,20190826,1300,206,6.5,-,-,1,H
Cape Campbell Aws,20190826,1400,205,5.3,-,-,1,H
Cape Campbell Aws,20190826,1500,202,4.7,-,-,1,H
Cape Campbell Aws,20190826,1600,207,5.6,-,-,1,H
Cape Campbell Aws,20190826,1700,208,4.6,-,-,1,H
Cape Campbell Aws,20190826,1800,207,4.1,-,-,1,H
Cape Campbell Aws,20190826,1900,206,6.1,-,-,1,H
Cape Campbell Aws,20190826,2000,194,7.0,-,-,1,H
Cape Campbell Aws,20190826,2100,192,7.4,-,-,1,H
Cape Campbell Aws,20190826,2200,193,6.9,-,-,1,H
Cape Campbell Aws,20190826,2300,195,6.9,-,-,1,H
Cape Campbell Aws,20190827,0000,183,5.5,-,-,1,H
Cape Campbell Aws,20190827,0100,161,3.8,-,-,1,H
Cape Campbell Aws,20190827,0200,136,3.0,-,-,1,H
Cape Campbell Aws,20190827,0300,126,2.1,-,-,1,H
Cape Campbell Aws,20190827,0400,86,2.4,-,-,1,H
Cape Campbell Aws,20190827,0500,77,3.0,-,-,1,H
Cape Campbell Aws,20190827,0600,63,3.0,-,-,1,H
Cape Campbell Aws,20190827,0700,65,2.4,-,-,1,H
Cape Campbell Aws,20190827,0800,33,2.0,-,-,1,H
Cape Campbell Aws,20190827,0900,299,3.1,-,-,1,H
Cape Campbell Aws,20190827,1000,300,4.4,-,-,1,H
Cape Campbell Aws,20190827,1100,289,5.0,-,-,1,H
Cape Campbell Aws,20190827,1200,323,4.2,-,-,1,H
Cape Campbell Aws,20190827,1300,328,4.4,-,-,1,H
Cape Campbell Aws,20190827,1400,330,6.1,-,-,1,H
Cape Campbell Aws,20190827,1500,312,5.6,-,-,1,H
Cape Campbell Aws,20190827,1600,312,5.4,-,-,1,H
Cape Campbell Aws,20190827,1700,332,7.5,-,-,1,H
Cape Campbell Aws,20190827,1800,354,6.1,-,-,1,H
Cape Campbell Aws,20190827,1900,304,4.4,-,-,1,H
Cape Campbell Aws,20190827,2000,295,3.5,-,-,1,H
Cape Campbell Aws,20190827,2100,277,2.6,-,-,1,H
Cape Campbell Aws,20190827,2200,335,3.0,-,-,1,H
Cape Campbell Aws,20190827,2300,347,4.4,-,-,1,H
Cape Campbell Aws,20190828,0000,352,5.4,-,-,1,H
Cape Campbell Aws,20190828,0100,357,4.2,-,-,1,H
Cape Campbell Aws,20190828,0200,17,4.6,-,-,1,H
Cape Campbell Aws,20190828,0300,25,7.3,-,-,1,H
Cape Campbell Aws,20190828,0400,26,8.4,-,-,1,H
Cape Campbell Aws,20190828,0500,20,10.4,-,-,1,H
Cape Campbell Aws,20190828,0600,17,10.9,-,-,1,H
Cape Campbell Aws,20190828,0700,11,11.1,-,-,1,H
Cape Campbell Aws,20190828,0800,10,11.0,-,-,1,H
Cape Campbell Aws,20190828,0900,339,10.3,-,-,1,H
Cape Campbell Aws,20190828,1000,324,10.3,-,-,1,H
Cape Campbell Aws,20190828,1100,323,10.5,-,-,1,H
Cape Campbell Aws,20190828,1200,307,11.2,-,-,1,H
Cape Campbell Aws,20190828,1300,314,12.4,-,-,1,H
Cape Campbell Aws,20190828,1400,308,10.8,-,-,1,H
Cape Campbell Aws,20190828,1500,308,9.9,-,-,1,H
Cape Campbell Aws,20190828,1600,296,8.7,-,-,1,H
Cape Campbell Aws,20190828,1700,325,13.9,-,-,1,H
Cape Campbell Aws,20190828,1800,326,14.6,-,-,1,H
Cape Campbell Aws,20190828,1900,320,14.5,-,-,1,H
Cape Campbell Aws,20190828,2000,325,14.4,-,-,1,H
Cape Campbell Aws,20190828,2100,318,12.4,-,-,1,H
Cape Campbell Aws,20190828,2200,318,12.0,-,-,1,H
Cape Campbell Aws,20190828,2300,323,12.6,-,-,1,H
Cape Campbell Aws,20190829,0000,314,12.2,-,-,1,H
Cape Campbell Aws,20190829,0100,319,12.3,-,-,1,H
Cape Campbell Aws,20190829,0200,303,11.4,-,-,1,H
Cape Campbell Aws,20190829,0300,294,11.1,-,-,1,H
Cape Campbell Aws,20190829,0400,290,9.1,-,-,1,H
Cape Campbell Aws,20190829,0500,234,5.9,-,-,1,H
Cape Campbell Aws,20190829,0600,305,4.8,-,-,1,H
Cape Campbell Aws,20190829,0700,285,6.5,-,-,1,H
Cape Campbell Aws,20190829,0800,294,6.3,-,-,1,H
Cape Campbell Aws,20190829,0900,217,6.4,-,-,1,H
Cape Campbell Aws,20190829,1000,202,7.6,-,-,1,H
Cape Campbell Aws,20190829,1100,173,9.5,-,-,1,H
Cape Campbell Aws,20190829,1200,156,7.5,-,-,1,H
Cape Campbell Aws,20190829,1300,138,5.8,-,-,1,H
Cape Campbell Aws,20190829,1400,99,4.1,-,-,1,H
Cape Campbell Aws,20190829,1500,303,2.1,-,-,1,H
Cape Campbell Aws,20190829,1600,280,2.1,-,-,1,H
Cape Campbell Aws,20190829,1700,287,2.3,-,-,1,H
Cape Campbell Aws,20190829,1800,289,2.1,-,-,1,H
Cape Campbell Aws,20190829,1900,198,1.1,-,-,1,H
Cape Campbell Aws,20190829,2000,175,1.1,-,-,1,H
Cape Campbell Aws,20190829,2100,205,1.7,-,-,1,H
Cape Campbell Aws,20190829,2200,87,2.4,-,-,1,H
Cape Campbell Aws,20190829,2300,216,2.3,-,-,1,H
Cape Campbell Aws,20190830,0000,188,4.3,-,-,1,H
Cape Campbell Aws,20190830,0100,169,4.2,-,-,1,H
Cape Campbell Aws,20190830,0200,165,3.8,-,-,1,H
Cape Campbell Aws,20190830,0300,170,4.1,-,-,1,H
Cape Campbell Aws,20190830,0400,173,3.7,-,-,1,H
Cape Campbell Aws,20190830,0500,167,2.7,-,-,1,H
Cape Campbell Aws,20190830,0600,168,1.4,-,-,1,H
Cape Campbell Aws,20190830,0700,165,1.0,-,-,1,H
Cape Campbell Aws,20190830,0800,162,1.0,-,-,1,H
Cape Campbell Aws,20190830,0900,301,1.0,-,-,1,H
Cape Campbell Aws,20190830,1000,282,2.7,-,-,1,H
Cape Campbell Aws,20190830,1100,287,3.6,-,-,1,H
Cape Campbell Aws,20190830,1200,294,3.8,-,-,1,H
Cape Campbell Aws,20190830,1300,301,4.5,-,-,1,H
Cape Campbell Aws,20190830,1400,336,3.8,-,-,1,H
Cape Campbell Aws,20190830,1500,317,4.3,-,-,1,H
Cape Campbell Aws,20190830,1600,309,5.4,-,-,1,H
Cape Campbell Aws,20190830,1700,322,4.4,-,-,1,H
Cape Campbell Aws,20190830,1800,281,5.5,-,-,1,H
Cape Campbell Aws,20190830,1900,205,3.0,-,-,1,H
Cape Campbell Aws,20190830,2000,178,3.6,-,-,1,H
Cape Campbell Aws,20190830,2100,95,2.7,-,-,1,H
Cape Campbell Aws,20190830,2200,299,1.5,-,-,1,H
Cape Campbell Aws,20190830,2300,59,1.1,-,-,1,H
Cape Campbell Aws,20190831,0000,13,1.9,-,-,1,H
Cape Campbell Aws,20190831,0100,355,1.6,-,-,1,H
Cape Campbell Aws,20190831,0200,341,1.4,-,-,1,H
Cape Campbell Aws,20190831,0300,294,1.8,-,-,1,H
Cape Campbell Aws,20190831,0400,288,1.9,-,-,1,H
Cape Campbell Aws,20190831,0500,266,2.0,-,-,1,H
Cape Campbell Aws,20190831,0600,291,1.9,-,-,1,H
Cape Campbell Aws,20190831,0700,279,2.6,-,-,1,H
Cape Campbell Aws,20190831,0800,281,3.3,-,-,1,H
Cape Campbell Aws,20190831,0900,317,3.7,-,-,1,H
Cape Campbell Aws,20190831,1000,317,3.2,-,-,1,H
Cape Campbell Aws,20190831,1100,319,3.8,-,-,1,H
Cape Campbell Aws,20190831,1200,312,5.1,-,-,1,H
Cape Campbell Aws,20190831,1300,330,6.1,-,-,1,H
Cape Campbell Aws,20190831,1400,348,7.4,-,-,1,H
Cape Campbell Aws,20190831,1500,350,8.4,-,-,1,H
Cape Campbell Aws,20190831,1600,354,8.4,-,-,1,H
Cape Campbell Aws,20190831,1700,360,9.1,-,-,1,H
Cape Campbell Aws,20190831,1800,5,10.2,-,-,1,H
Cape Campbell Aws,20190831,1900,350,10.5,-,-,1,H
Cape Campbell Aws,20190831,2000,338,10.2,-,-,1,H
Cape Campbell Aws,20190831,2100,350,10.6,-,-,1,H
Cape Campbell Aws,20190831,2200,353,8.7,-,-,1,H
Cape Campbell Aws,20190831,2300,342,9.0,-,-,1,H
Cape Campbell Aws,20190901,0000,2,10.7,-,-,1,H
Cape Campbell Aws,20190901,0100,9,12.7,-,-,1,H
Cape Campbell Aws,20190901,0200,16,13.2,-,-,1,H
Cape Campbell Aws,20190901,0300,13,12.5,-,-,1,H
Cape Campbell Aws,20190901,0400,9,13.3,-,-,1,H
Cape Campbell Aws,20190901,0500,1,12.9,-,-,1,H
Cape Campbell Aws,20190901,0600,359,13.6,-,-,1,H
Cape Campbell Aws,20190901,0700,357,12.8,-,-,1,H
Cape Campbell Aws,20190901,0800,345,11.8,-,-,1,H
Cape Campbell Aws,20190901,0900,2,13.1,-,-,1,H
Cape Campbell Aws,20190901,1000,349,12.4,-,-,1,H
Cape Campbell Aws,20190901,1100,344,12.4,-,-,1,H
Cape Campbell Aws,20190901,1200,353,11.6,-,-,1,H
Cape Campbell Aws,20190901,1300,342,9.7,-,-,1,H
Cape Campbell Aws,20190901,1400,345,9.3,-,-,1,H
Cape Campbell Aws,20190901,1500,342,7.2,-,-,1,H
Cape Campbell Aws,20190901,1600,8,4.2,-,-,1,H
Cape Campbell Aws,20190901,1700,176,3.9,-,-,1,H
Cape Campbell Aws,20190901,1800,170,7.8,-,-,1,H
Cape Campbell Aws,20190901,1900,183,7.1,-,-,1,H
Cape Campbell Aws,20190901,2000,200,5.1,-,-,1,H
Cape Campbell Aws,20190901,2100,210,5.3,-,-,1,H
Cape Campbell Aws,20190901,2200,205,5.4,-,-,1,H
Cape Campbell Aws,20190901,2300,177,4.0,-,-,1,H
Cape Campbell Aws,20190902,0000,157,2.5,-,-,1,H
Cape Campbell Aws,20190902,0100,146,1.4,-,-,1,H
Cape Campbell Aws,20190902,0200,114,1.3,-,-,1,H
Cape Campbell Aws,20190902,0300,106,1.6,-,-,1,H
Cape Campbell Aws,20190902,0400,123,1.3,-,-,1,H
Cape Campbell Aws,20190902,0500,119,1.3,-,-,1,H
Cape Campbell Aws,20190902,0600,59,1.3,-,-,1,H
Cape Campbell Aws,20190902,0700,276,2.2,-,-,1,H
Cape Campbell Aws,20190902,0800,302,3.2,-,-,1,H
Cape Campbell Aws,20190902,0900,319,3.0,-,-,1,H
Cape Campbell Aws,20190902,1000,310,3.6,-,-,1,H
Cape Campbell Aws,20190902,1100,329,2.7,-,-,1,H
Cape Campbell Aws,20190902,1200,20,4.3,-,-,1,H
Cape Campbell Aws,20190902,1300,23,6.1,-,-,1,H
Cape Campbell Aws,20190902,1400,31,5.9,-,-,1,H
Cape Campbell Aws,20190902,1500,8,6.0,-,-,1,H
Cape Campbell Aws,20190902,1600,358,6.9,-,-,1,H
Cape Campbell Aws,20190902,1700,23,5.8,-,-,1,H
Cape Campbell Aws,20190902,1800,337,5.4,-,-,1,H
Cape Campbell Aws,20190902,1900,329,3.8,-,-,1,H
Cape Campbell Aws,20190902,2000,4,3.2,-,-,1,H
Cape Campbell Aws,20190902,2100,282,1.3,-,-,1,H
Cape Campbell Aws,20190902,2200,166,1.1,-,-,1,H
Cape Campbell Aws,20190902,2300,146,2.2,-,-,1,H
Cape Campbell Aws,20190903,0000,143,2.4,-,-,1,H
Cape Campbell Aws,20190903,0100,189,4.7,-,-,1,H
Cape Campbell Aws,20190903,0200,190,6.5,-,-,1,H
Cape Campbell Aws,20190903,0300,185,6.7,-,-,1,H
Cape Campbell Aws,20190903,0400,203,6.4,-,-,1,H
Cape Campbell Aws,20190903,0500,200,6.9,-,-,1,H
Cape Campbell Aws,20190903,0600,203,6.7,-,-,1,H
Cape Campbell Aws,20190903,0700,204,6.8,-,-,1,H
Cape Campbell Aws,20190903,0800,211,6.8,-,-,1,H
Cape Campbell Aws,20190903,0900,210,6.9,-,-,1,H
Cape Campbell Aws,20190903,1000,318,5.9,-,-,1,H
Cape Campbell Aws,20190903,1100,130,6.0,-,-,1,H
Cape Campbell Aws,20190903,1200,135,8.1,-,-,1,H
Cape Campbell Aws,20190903,1300,146,7.5,-,-,1,H
Cape Campbell Aws,20190903,1400,146,7.0,-,-,1,H
Cape Campbell Aws,20190903,1500,138,7.6,-,-,1,H
Cape Campbell Aws,20190903,1600,148,7.9,-,-,1,H
Cape Campbell Aws,20190903,1700,141,7.6,-,-,1,H
Cape Campbell Aws,20190903,1800,127,7.6,-,-,1,H
Cape Campbell Aws,20190903,1900,115,7.9,-,-,1,H
Cape Campbell Aws,20190903,2000,117,9.8,-,-,1,H
Cape Campbell Aws,20190903,2100,117,9.5,-,-,1,H
Cape Campbell Aws,20190903,2200,112,9.1,-,-,1,H
Cape Campbell Aws,20190903,2300,114,9.3,-,-,1,H
Cape Campbell Aws,20190904,0000,162,6.7,-,-,1,H
Cape Campbell Aws,20190904,0100,133,7.2,-,-,1,H
Cape Campbell Aws,20190904,0200,120,8.1,-,-,1,H
Cape Campbell Aws,20190904,0300,146,6.8,-,-,1,H
Cape Campbell Aws,20190904,0400,158,5.1,-,-,1,H
Cape Campbell Aws,20190904,0500,154,5.1,-,-,1,H
Cape Campbell Aws,20190904,0600,187,4.9,-,-,1,H
Cape Campbell Aws,20190904,0700,192,4.9,-,-,1,H
Cape Campbell Aws,20190904,0800,215,4.8,-,-,1,H
Cape Campbell Aws,20190904,0900,208,5.8,-,-,1,H
Cape Campbell Aws,20190904,1000,209,7.1,-,-,1,H
Cape Campbell Aws,20190904,1100,206,7.6,-,-,1,H
Cape Campbell Aws,20190904,1200,202,8.3,-,-,1,H
Cape Campbell Aws,20190904,1300,207,7.9,-,-,1,H
Cape Campbell Aws,20190904,1400,205,7.2,-,-,1,H
Cape Campbell Aws,20190904,1500,203,8.6,-,-,1,H
Cape Campbell Aws,20190904,1600,195,9.0,-,-,1,H
Cape Campbell Aws,20190904,1700,184,9.1,-,-,1,H
Cape Campbell Aws,20190904,1800,200,9.3,-,-,1,H
Cape Campbell Aws,20190904,1900,187,9.5,-,-,1,H
Cape Campbell Aws,20190904,2000,185,10.5,-,-,1,H
Cape Campbell Aws,20190904,2100,192,10.3,-,-,1,H
Cape Campbell Aws,20190904,2200,195,10.2,-,-,1,H
Cape Campbell Aws,20190904,2300,203,9.1,-,-,1,H
Cape Campbell Aws,20190905,0000,196,9.4,-,-,1,H
Cape Campbell Aws,20190905,0100,187,10.5,-,-,1,H
Cape Campbell Aws,20190905,0200,183,12.0,-,-,1,H
Cape Campbell Aws,20190905,0300,188,11.9,-,-,1,H
Cape Campbell Aws,20190905,0400,185,12.2,-,-,1,H
Cape Campbell Aws,20190905,0500,182,13.1,-,-,1,H
Cape Campbell Aws,20190905,0600,192,12.9,-,-,1,H
Cape Campbell Aws,20190905,0700,188,12.8,-,-,1,H
Cape Campbell Aws,20190905,0800,193,12.4,-,-,1,H
Cape Campbell Aws,20190905,0900,207,10.5,-,-,1,H
Cape Campbell Aws,20190905,1000,207,11.4,-,-,1,H
Cape Campbell Aws,20190905,1100,207,9.0,-,-,1,H
Cape Campbell Aws,20190905,1200,211,8.4,-,-,1,H
Cape Campbell Aws,20190905,1300,208,9.8,-,-,1,H
Cape Campbell Aws,20190905,1400,216,6.6,-,-,1,H
Cape Campbell Aws,20190905,1500,211,5.6,-,-,1,H
Cape Campbell Aws,20190905,1600,213,7.1,-,-,1,H
Cape Campbell Aws,20190905,1700,209,6.5,-,-,1,H
